,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
118,Los Angeles - Elysian Valley,254,2497,2425,3,29,27,10171,2020-09-20 20:40:24.066972
119,Los Angeles - Encino,574,1271,1333,18,40,20,45172,2020-09-20 20:40:24.066972
120,Los Angeles - Exposition,79,2375,2237,2,60,62,3326,2020-09-20 20:40:24.066972
121,Los Angeles - Exposition Park,1296,2885,2923,23,51,70,44917,2020-09-20 20:40:24.066972
122,Los Angeles - Faircrest Heights,32,889,800,2,56,46,3600,2020-09-20 20:40:24.066972
123,Los Angeles - Figueroa Park Square,314,3601,3584,4,46,46,8721,2020-09-20 20:40:24.066972
124,Los Angeles - Florence-Firestone,2254,4751,4799,27,57,83,47445,2020-09-20 20:40:24.066972
125,Los Angeles - Glassell Park,680,2152,2095,13,41,34,31604,2020-09-20 20:40:24.066972
126,Los Angeles - Gramercy Place,239,2220,2286,4,37,24,10764,2020-09-20 20:40:24.066972
127,Los Angeles - Granada Hills,1158,1990,1894,64,110,79,58191,2020-09-20 20:40:24.066972
128,Los Angeles - Green Meadows,935,4348,4369,13,60,88,21505,2020-09-20 20:40:24.066972
129,Los Angeles - Hancock Park,222,1303,1360,3,18,17,17039,2020-09-20 20:40:24.066972
130,Los Angeles - Harbor City,487,1675,1667,11,38,30,29070,2020-09-20 20:40:24.066972
131,Los Angeles - Harbor Gateway,969,2222,2171,13,30,33,43600,2020-09-20 20:40:24.066972
132,Los Angeles - Harbor Pines,20,830,914,0,0,0,2409,2020-09-20 20:40:24.066972
133,Los Angeles - Harvard Heights,551,3055,2991,24,133,154,18035,2020-09-20 20:40:24.066972
134,Los Angeles - Harvard Park,1596,4207,4168,23,61,63,37935,2020-09-20 20:40:24.066972
135,Los Angeles - Highland Park,1074,2219,2170,19,39,43,48391,2020-09-20 20:40:24.066972
136,Los Angeles - Historic Filipinotown,426,3071,2867,15,108,98,13870,2020-09-20 20:40:24.066972
137,Los Angeles - Hollywood,1171,1716,1550,14,21,22,68254,2020-09-20 20:40:24.066972
138,Los Angeles - Hollywood Hills,283,961,1073,7,24,22,29434,2020-09-20 20:40:24.066972
139,Los Angeles - Hyde Park,783,2743,2698,14,49,41,28541,2020-09-20 20:40:24.066972
140,Los Angeles - Jefferson Park,253,3134,3106,0,0,0,8073,2020-09-20 20:40:24.066972
141,Los Angeles - Koreatown,1137,2200,2132,31,60,58,51693,2020-09-20 20:40:24.066972
142,Los Angeles - Lafayette Square,81,1777,1736,3,66,64,4559,2020-09-20 20:40:24.066972
143,Los Angeles - Lake Balboa,993,2353,2344,19,45,48,42206,2020-09-20 20:40:24.066972
144,Los Angeles - Lakeview Terrace,533,4058,4021,23,175,196,13133,2020-09-20 20:40:24.066972
145,Los Angeles - Leimert Park,311,2041,2021,7,46,32,15235,2020-09-20 20:40:24.066972
146,Los Angeles - Lincoln Heights,1053,3230,3159,47,144,123,32597,2020-09-20 20:40:24.066972
147,Los Angeles - Little Armenia,389,4847,4211,51,636,517,8025,2020-09-20 20:40:24.066972
148,Los Angeles - Little Bangladesh,479,1690,1680,5,18,19,28343,2020-09-20 20:40:24.066972
149,Los Angeles - Little Tokyo,86,2745,3220,2,64,21,3133,2020-09-20 20:40:24.066972
150,Los Angeles - Longwood,112,2602,2515,0,0,0,4304,2020-09-20 20:40:24.066972
151,Los Angeles - Los Feliz,204,944,1008,2,9,6,21608,2020-09-20 20:40:24.066972
152,Los Angeles - Manchester Square,191,2238,2253,4,47,35,8536,2020-09-20 20:40:24.066972
153,Los Angeles - Mandeville Canyon,26,832,1077,0,0,0,3124,2020-09-20 20:40:24.066972
154,Los Angeles - Mar Vista,309,728,742,6,14,12,42471,2020-09-20 20:40:24.066972
155,Los Angeles - Marina Peninsula,34,780,876,0,0,0,4360,2020-09-20 20:40:24.066972
156,Los Angeles - Melrose,1867,2403,2365,70,90,91,77696,2020-09-20 20:40:24.066972
157,Los Angeles - Mid-city,281,1870,1829,24,160,145,15030,2020-09-20 20:40:24.066972
158,Los Angeles - Miracle Mile,169,940,882,6,33,33,17985,2020-09-20 20:40:24.066972
159,Los Angeles - Mission Hills,752,3117,2998,36,149,120,24124,2020-09-20 20:40:24.066972
160,Los Angeles - Mt. Washington,543,2249,2197,16,66,61,24145,2020-09-20 20:40:24.066972
161,Los Angeles - North Hills,1785,2899,2853,44,71,81,61575,2020-09-20 20:40:24.066972
162,Los Angeles - North Hollywood,3746,2474,2374,68,45,50,151421,2020-09-20 20:40:24.066972
163,Los Angeles - Northridge,1378,1974,1921,43,62,50,69797,2020-09-20 20:40:24.066972
164,Los Angeles - Pacific Palisades,123,578,660,4,19,9,21291,2020-09-20 20:40:24.066972
165,Los Angeles - Pacoima,3373,4382,4389,49,64,86,76979,2020-09-20 20:40:24.066972
166,Los Angeles - Palisades Highlands,28,728,808,0,0,0,3846,2020-09-20 20:40:24.066972
167,Los Angeles - Palms,532,1212,1334,30,68,91,43877,2020-09-20 20:40:24.066972
168,Los Angeles - Panorama City,2824,3753,3763,89,118,156,75250,2020-09-20 20:40:24.066972
169,Los Angeles - Park La Brea,104,766,647,1,7,8,13580,2020-09-20 20:40:24.066972
170,Los Angeles - Pico-Union,1752,4187,4207,94,225,264,41842,2020-09-20 20:40:24.066972
171,Los Angeles - Playa Del Rey,27,845,1087,0,0,0,3196,2020-09-20 20:40:24.066972
172,Los Angeles - Playa Vista,137,1251,1273,0,0,0,10947,2020-09-20 20:40:24.066972
173,Los Angeles - Porter Ranch,355,998,1069,6,17,10,35588,2020-09-20 20:40:24.066972
174,Los Angeles - Rancho Park,87,1326,1518,0,0,0,6560,2020-09-20 20:40:24.066972
175,Los Angeles - Regent Square,30,1079,1041,0,0,0,2780,2020-09-20 20:40:24.066972
176,Los Angeles - Reseda,2100,2741,2664,79,103,93,76617,2020-09-20 20:40:24.066972
177,Los Angeles - Reseda Ranch,111,2394,2254,0,0,0,4636,2020-09-20 20:40:24.066972
178,Los Angeles - Reynier Village,39,922,987,0,0,0,4228,2020-09-20 20:40:24.066972
179,Los Angeles - San Pedro,1926,2468,2464,28,36,33,78038,2020-09-20 20:40:24.066972
180,Los Angeles - Shadow Hills,61,1373,1567,0,0,0,4442,2020-09-20 20:40:24.066972
181,Los Angeles - Sherman Oaks,1020,1169,1258,28,32,27,87254,2020-09-20 20:40:24.066972
182,Los Angeles - Silverlake,612,1388,1392,19,43,38,44083,2020-09-20 20:40:24.066972
183,Los Angeles - South Carthay,115,1085,1302,2,19,12,10595,2020-09-20 20:40:24.066972
184,Los Angeles - South Park,2008,5290,5375,28,74,110,37961,2020-09-20 20:40:24.066972
185,Los Angeles - St Elmo Village,140,3054,3241,8,175,264,4584,2020-09-20 20:40:24.066972
186,Los Angeles - Studio City,239,1065,1192,9,40,35,22440,2020-09-20 20:40:24.066972
187,Los Angeles - Sun Valley,1595,3039,2963,29,55,54,52483,2020-09-20 20:40:24.066972
188,Los Angeles - Sunland,434,2127,2041,29,142,101,20408,2020-09-20 20:40:24.066972
189,Los Angeles - Sycamore Square,7,1082,1493,0,0,0,647,2020-09-20 20:40:24.066972
190,Los Angeles - Sylmar,3189,3870,3837,83,101,122,82398,2020-09-20 20:40:24.066972
191,Los Angeles - Tarzana,633,2050,1923,37,120,75,30876,2020-09-20 20:40:24.066972
192,Los Angeles - Temple-Beaudry,1214,3075,2979,27,68,77,39482,2020-09-20 20:40:24.066972
193,Los Angeles - Thai Town,157,1601,1518,1,10,7,9809,2020-09-20 20:40:24.066972
194,Los Angeles - Toluca Lake,101,1160,1369,0,0,0,8704,2020-09-20 20:40:24.066972
195,Los Angeles - Toluca Terrace,23,1761,1757,1,77,72,1306,2020-09-20 20:40:24.066972
196,Los Angeles - Toluca Woods,18,969,879,0,0,0,1858,2020-09-20 20:40:24.066972
197,Los Angeles - Tujunga,498,1791,1752,14,50,41,27810,2020-09-20 20:40:24.066972
198,Los Angeles - University Hills,52,1516,1496,1,29,19,3429,2020-09-20 20:40:24.066972
199,Los Angeles - University Park,1084,3948,4098,19,69,125,27456,2020-09-20 20:40:24.066972
200,Los Angeles - Valley Glen,617,2056,1998,21,70,70,30016,2020-09-20 20:40:24.066972
201,Los Angeles - Valley Village,502,2031,2011,25,101,85,24720,2020-09-20 20:40:24.066972
202,Los Angeles - Van Nuys,2889,3100,3117,85,91,114,93194,2020-09-20 20:40:24.066972
203,Los Angeles - Venice,287,847,1094,3,9,9,33885,2020-09-20 20:40:24.066972
204,Los Angeles - Vermont Knolls,713,4145,4095,16,93,110,17200,2020-09-20 20:40:24.066972
205,Los Angeles - Vermont Square,334,4362,4308,3,39,36,7657,2020-09-20 20:40:24.066972
206,Los Angeles - Vermont Vista,1896,4604,4693,26,63,91,41186,2020-09-20 20:40:24.066972
207,Los Angeles - Vernon Central,2934,5643,5748,41,79,116,51998,2020-09-20 20:40:24.066972
208,Los Angeles - Victoria Park,208,2476,2400,4,48,41,8399,2020-09-20 20:40:24.066972
209,Los Angeles - View Heights,45,1218,1222,3,81,63,3694,2020-09-20 20:40:24.066972
210,Los Angeles - Watts,1910,4476,4676,29,68,116,42674,2020-09-20 20:40:24.066972
211,Los Angeles - Wellington Square,119,2421,2409,0,0,0,4915,2020-09-20 20:40:24.066972
212,Los Angeles - West Adams,886,3207,3139,41,148,149,27630,2020-09-20 20:40:24.066972
213,Los Angeles - West Hills,523,1290,1314,29,72,43,40545,2020-09-20 20:40:24.066972
214,Los Angeles - West Los Angeles,492,1307,1310,15,40,43,37636,2020-09-20 20:40:24.066972
215,Los Angeles - West Vernon,2310,4306,4295,50,93,121,53644,2020-09-20 20:40:24.066972
216,Los Angeles - Westchester,411,796,752,15,29,26,51603,2020-09-20 20:40:24.066972
217,Los Angeles - Westlake,2367,3988,4050,139,234,271,59355,2020-09-20 20:40:24.066972
218,Los Angeles - Westwood,366,676,603,6,11,10,54109,2020-09-20 20:40:24.066972
219,Los Angeles - Wholesale District,2355,6518,5666,26,72,90,36129,2020-09-20 20:40:24.066972
220,Los Angeles - Wilmington,1737,3075,3072,19,34,43,56487,2020-09-20 20:40:24.066972
221,Los Angeles - Wilshire Center,1089,2171,2112,36,72,71,50170,2020-09-20 20:40:24.066972
222,Los Angeles - Winnetka,1224,2364,2265,18,35,33,51786,2020-09-20 20:40:24.066972
223,Los Angeles - Woodland Hills,867,1274,1268,31,46,29,68055,2020-09-20 20:40:24.066972
224,Unincorporated - Acton,67,841,899,2,25,18,7971,2020-09-20 20:40:24.066972
225,Unincorporated - Agua Dulce,26,625,679,0,0,0,4158,2020-09-20 20:40:24.066972
226,Unincorporated - Altadena,680,1559,1612,14,32,26,43620,2020-09-20 20:40:24.066972
227,Unincorporated - Anaverde,15,995,1142,0,0,0,1508,2020-09-20 20:40:24.066972
228,Unincorporated - Angeles National Forest,5,402,411,0,0,0,1245,2020-09-20 20:40:24.066972
229,Unincorporated - Arcadia,86,1078,1104,3,38,26,7981,2020-09-20 20:40:24.066972
230,Unincorporated - Athens Village,235,4799,4822,10,204,209,4897,2020-09-20 20:40:24.066972
231,Unincorporated - Athens-Westmont,1514,3567,3591,27,64,70,42442,2020-09-20 20:40:24.066972
232,Unincorporated - Avocado Heights,289,4266,4215,3,44,48,6775,2020-09-20 20:40:24.066972
233,Unincorporated - Azusa,492,3090,2991,3,19,26,15923,2020-09-20 20:40:24.066972
234,Unincorporated - Bassett,624,4211,4160,9,61,63,14817,2020-09-20 20:40:24.066972
235,Unincorporated - Bouquet Canyon,6,559,800,1,93,82,1073,2020-09-20 20:40:24.066972
236,Unincorporated - Bradbury,4,3704,303,1,926,255,108,2020-09-20 20:40:24.066972
237,Unincorporated - Canyon Country,129,1669,1754,0,0,0,7728,2020-09-20 20:40:24.066972
238,Unincorporated - Castaic,1937,7124,6510,4,15,14,27191,2020-09-20 20:40:24.066972
239,Unincorporated - Cerritos,17,2896,2910,0,0,0,587,2020-09-20 20:40:24.066972
240,Unincorporated - Claremont,22,3134,4106,3,427,310,702,2020-09-20 20:40:24.066972
241,Unincorporated - Covina,418,2485,2398,7,42,37,16819,2020-09-20 20:40:24.066972
242,Unincorporated - Covina (Charter Oak),304,2313,2315,2,15,19,13144,2020-09-20 20:40:24.066972
243,Unincorporated - Del Aire,75,1707,1691,2,46,44,4393,2020-09-20 20:40:24.066972
244,Unincorporated - Del Rey,3,943,1312,0,0,0,318,2020-09-20 20:40:24.066972
245,Unincorporated - Del Sur,15,621,700,1,41,20,2415,2020-09-20 20:40:24.066972
246,Unincorporated - Desert View Highlands,45,1805,1692,1,40,24,2493,2020-09-20 20:40:24.066972
247,Unincorporated - Duarte,146,3297,3263,4,90,114,4428,2020-09-20 20:40:24.066972
248,Unincorporated - East Covina,4,1216,1379,0,0,0,329,2020-09-20 20:40:24.066972
249,Unincorporated - East La Mirada,99,1871,1862,1,19,15,5292,2020-09-20 20:40:24.066972
250,Unincorporated - East Los Angeles,6143,4904,4905,102,81,94,125269,2020-09-20 20:40:24.066972
251,Unincorporated - East Pasadena,80,1249,1205,1,16,9,6403,2020-09-20 20:40:24.066972
252,Unincorporated - East Rancho Dominguez,670,4377,4347,14,91,108,15308,2020-09-20 20:40:24.066972
253,Unincorporated - East Whittier,85,1602,1554,0,0,0,5306,2020-09-20 20:40:24.066972
254,Unincorporated - El Camino Village,146,1661,1657,3,34,24,8791,2020-09-20 20:40:24.066972
255,Unincorporated - El Monte,6,4138,6520,0,0,0,145,2020-09-20 20:40:24.066972
256,Unincorporated - Elizabeth Lake,7,421,518,0,0,0,1661,2020-09-20 20:40:24.066972
257,Unincorporated - Florence-Firestone,3369,5207,5287,49,76,97,64705,2020-09-20 20:40:24.066972
258,Unincorporated - Glendora,12,1818,2094,0,0,0,660,2020-09-20 20:40:24.066972
259,Unincorporated - Hacienda Heights,998,1785,1769,16,29,19,55926,2020-09-20 20:40:24.066972
260,Unincorporated - Hawthorne,60,2387,2275,0,0,0,2514,2020-09-20 20:40:24.066972
261,Unincorporated - Hi Vista,7,638,665,0,0,0,1098,2020-09-20 20:40:24.066972
262,Unincorporated - Kagel/Lopez Canyons,37,2620,3060,1,71,113,1412,2020-09-20 20:40:24.066972
263,Unincorporated - La Crescenta-Montrose,196,990,1020,2,10,5,19801,2020-09-20 20:40:24.066972
264,Unincorporated - La Rambla,77,3711,3016,12,578,381,2075,2020-09-20 20:40:24.066972
265,Unincorporated - La Verne,34,1667,2089,0,0,0,2040,2020-09-20 20:40:24.066972
266,Unincorporated - Ladera Heights,95,1344,1312,3,42,19,7071,2020-09-20 20:40:24.066972
267,Unincorporated - Lake Hughes,3,449,465,0,0,0,668,2020-09-20 20:40:24.066972
268,Unincorporated - Lake Los Angeles,222,1708,1709,4,31,44,12994,2020-09-20 20:40:24.066972
269,Unincorporated - Lake Manor,24,1461,1547,0,0,0,1643,2020-09-20 20:40:24.066972
270,Unincorporated - Lennox,697,3092,3077,6,27,49,22542,2020-09-20 20:40:24.066972
271,Unincorporated - Leona Valley,18,1028,1077,0,0,0,1751,2020-09-20 20:40:24.066972
272,Unincorporated - Littlerock,84,2089,2175,0,0,0,4021,2020-09-20 20:40:24.066972
273,Unincorporated - Littlerock/Juniper Hills,9,694,894,0,0,0,1297,2020-09-20 20:40:24.066972
274,Unincorporated - Littlerock/Pearblossom,89,2494,2635,0,0,0,3569,2020-09-20 20:40:24.066972
275,Unincorporated - Llano,3,342,355,0,0,0,877,2020-09-20 20:40:24.066972
276,Unincorporated - Marina del Rey,68,723,552,1,11,13,9411,2020-09-20 20:40:24.066972
277,Unincorporated - Monrovia,80,2061,2119,0,0,0,3881,2020-09-20 20:40:24.066972
278,Unincorporated - Newhall,7,3182,2737,0,0,0,220,2020-09-20 20:40:24.066972
279,Unincorporated - North Lancaster,18,1503,1967,0,0,0,1198,2020-09-20 20:40:24.066972
280,Unincorporated - North Whittier,205,2452,2422,10,120,107,8360,2020-09-20 20:40:24.066972
281,Unincorporated - Northeast San Gabriel,329,1369,1413,8,33,29,24036,2020-09-20 20:40:24.066972
282,Unincorporated - Palmdale,21,2494,2719,0,0,0,842,2020-09-20 20:40:24.066972
283,Unincorporated - Palos Verdes Peninsula,3,483,729,0,0,0,621,2020-09-20 20:40:24.066972
284,Unincorporated - Pearblossom/Llano,24,1227,1161,1,51,20,1956,2020-09-20 20:40:24.066972
285,Unincorporated - Pellissier Village,26,4200,4126,0,0,0,619,2020-09-20 20:40:24.066972
286,Unincorporated - Pomona,16,826,2044,1,52,86,1938,2020-09-20 20:40:24.066972
287,Unincorporated - Quartz Hill,171,1325,1278,11,85,63,12906,2020-09-20 20:40:24.066972
288,Unincorporated - Rancho Dominguez,72,2706,2662,2,75,35,2661,2020-09-20 20:40:24.066972
289,Unincorporated - Roosevelt,8,859,819,0,0,0,931,2020-09-20 20:40:24.066972
290,Unincorporated - Rosewood,28,2177,2505,0,0,0,1286,2020-09-20 20:40:24.066972
291,Unincorporated - Rosewood/East Gardena,27,2263,2313,1,84,40,1193,2020-09-20 20:40:24.066972
292,Unincorporated - Rosewood/West Rancho Dominguez,106,3154,3201,0,0,0,3361,2020-09-20 20:40:24.066972
