,City/Community,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,timestamp
22,City of Diamond Bar,521,906,887,9,16,11,57515,2020-09-15 12:53:46.161347
23,City of Downey,3905,3418,3341,83,73,71,114263,2020-09-15 12:53:46.161347
24,City of Duarte,529,2403,2249,28,127,81,22016,2020-09-15 12:53:46.161347
25,City of El Monte,4200,3582,3545,151,129,129,117269,2020-09-15 12:53:46.161347
26,City of El Segundo,128,763,747,1,6,3,16786,2020-09-15 12:53:46.161347
27,City of Gardena,1205,1965,1946,47,77,54,61310,2020-09-15 12:53:46.161347
28,City of Glendale,3393,1643,1516,172,83,57,206493,2020-09-15 12:53:46.161347
29,City of Glendora,1209,2291,2146,68,129,96,52764,2020-09-15 12:53:46.161347
30,City of Hawaiian Gardens,516,3516,3445,2,14,16,14676,2020-09-15 12:53:46.161347
31,City of Hawthorne,1881,2119,2099,42,47,54,88787,2020-09-15 12:53:46.161347
32,City of Hermosa Beach,201,1022,994,4,20,27,19670,2020-09-15 12:53:46.161347
33,City of Hidden Hills,6,317,160,0,0,0,1890,2020-09-15 12:53:46.161347
34,City of Huntington Park,2776,4667,4641,51,86,111,59484,2020-09-15 12:53:46.161347
35,City of Industry,36,8238,8236,2,458,556,437,2020-09-15 12:53:46.161347
36,City of Inglewood,2766,2435,2406,87,77,82,113582,2020-09-15 12:53:46.161347
37,City of Irwindale,68,4661,4647,2,137,155,1459,2020-09-15 12:53:46.161347
38,City of La Canada Flintridge,173,836,968,7,34,21,20693,2020-09-15 12:53:46.161347
39,City of La Habra Heights,40,733,688,0,0,0,5455,2020-09-15 12:53:46.161347
40,City of La Mirada,810,1633,1566,27,54,37,49599,2020-09-15 12:53:46.161347
41,City of La Puente,1440,3538,3464,18,44,44,40697,2020-09-15 12:53:46.161347
42,City of La Verne,442,1328,1389,10,30,16,33282,2020-09-15 12:53:46.161347
43,City of Lakewood,1218,1516,1520,13,16,13,80362,2020-09-15 12:53:46.161347
44,City of Lancaster,3134,1940,1964,45,28,34,161570,2020-09-15 12:53:46.161347
45,City of Lawndale,612,1821,1765,10,30,39,33614,2020-09-15 12:53:46.161347
46,City of Lomita,236,1139,1105,9,43,30,20729,2020-09-15 12:53:46.161347
47,City of Lynwood,3133,4349,4467,95,132,206,72047,2020-09-15 12:53:46.161347
48,City of Malibu,101,779,792,3,23,11,12961,2020-09-15 12:53:46.161347
49,City of Manhattan Beach,343,953,951,5,14,13,35999,2020-09-15 12:53:46.161347
50,City of Maywood,1390,4956,5131,33,118,177,28049,2020-09-15 12:53:46.161347
51,City of Monrovia,719,1853,1850,37,95,91,38800,2020-09-15 12:53:46.161347
52,City of Montebello,2212,3436,3404,47,73,58,64375,2020-09-15 12:53:46.161347
53,City of Monterey Park,930,1494,1436,45,72,35,62262,2020-09-15 12:53:46.161347
54,City of Norwalk,3105,2885,2814,71,66,65,107622,2020-09-15 12:53:46.161347
55,City of Palmdale,3870,2434,2463,65,41,50,158968,2020-09-15 12:53:46.161347
56,City of Palos Verdes Estates,92,680,636,2,15,7,13522,2020-09-15 12:53:46.161347
57,City of Paramount,2302,4109,4054,28,50,66,56023,2020-09-15 12:53:46.161347
58,City of Pico Rivera,2315,3601,3514,72,112,95,64284,2020-09-15 12:53:46.161347
59,City of Pomona,5233,3356,3328,118,76,92,155931,2020-09-15 12:53:46.161347
60,City of Rancho Palos Verdes,285,667,688,13,30,13,42747,2020-09-15 12:53:46.161347
61,City of Redondo Beach,534,777,813,9,13,14,68697,2020-09-15 12:53:46.161347
62,City of Rolling Hills,11,567,673,0,0,0,1940,2020-09-15 12:53:46.161347
63,City of Rolling Hills Estates,40,493,612,2,25,13,8113,2020-09-15 12:53:46.161347
64,City of Rosemead,799,1444,1410,25,45,34,55350,2020-09-15 12:53:46.161347
65,City of San Dimas,497,1440,1429,14,41,31,34516,2020-09-15 12:53:46.161347
66,City of San Fernando,864,3510,3477,18,73,90,24612,2020-09-15 12:53:46.161347
67,City of San Gabriel,614,1499,1370,57,139,96,40954,2020-09-15 12:53:46.161347
68,City of San Marino,85,640,547,2,15,9,13277,2020-09-15 12:53:46.161347
69,City of Santa Clarita,3208,1455,1467,45,20,22,220424,2020-09-15 12:53:46.161347
70,City of Santa Fe Springs,535,2913,2917,4,22,20,18364,2020-09-15 12:53:46.161347
71,City of Santa Monica,833,901,854,41,44,32,92446,2020-09-15 12:53:46.161347
72,City of Sierra Madre,71,646,615,3,27,17,10989,2020-09-15 12:53:46.161347
73,City of Signal Hill,264,2238,2264,2,17,18,11797,2020-09-15 12:53:46.161347
74,City of South El Monte,770,3687,3664,15,72,81,20885,2020-09-15 12:53:46.161347
75,City of South Gate,4246,4326,4260,67,68,88,98155,2020-09-15 12:53:46.161347
76,City of South Pasadena,264,1013,962,27,104,85,26053,2020-09-15 12:53:46.161347
77,City of Temple City,511,1402,1283,41,112,72,36455,2020-09-15 12:53:46.161347
78,City of Torrance,1367,916,895,67,45,32,149268,2020-09-15 12:53:46.161347
79,City of Vernon,10,4785,5018,0,0,0,209,2020-09-15 12:53:46.161347
80,City of Walnut,252,825,844,4,13,8,30532,2020-09-15 12:53:46.161347
81,City of West Covina,2743,2534,2482,59,55,47,108235,2020-09-15 12:53:46.161347
82,City of West Hollywood,529,1432,1351,5,14,9,36951,2020-09-15 12:53:46.161347
83,City of Westlake Village,31,371,419,0,0,0,8360,2020-09-15 12:53:46.161347
84,City of Whittier,2147,2456,2415,31,35,33,87432,2020-09-15 12:53:46.161347
85,Los Angeles - Adams-Normandie,257,3133,3087,4,49,48,8202,2020-09-15 12:53:46.161347
86,Los Angeles - Alsace,352,2828,2708,3,24,34,12445,2020-09-15 12:53:46.161347
87,Los Angeles - Angeles National Forest,2,5000,1576,0,0,0,40,2020-09-15 12:53:46.161347
88,Los Angeles - Angelino Heights,74,2958,3053,1,40,38,2502,2020-09-15 12:53:46.161347
89,Los Angeles - Arleta,1388,4038,3944,25,73,84,34370,2020-09-15 12:53:46.161347
90,Los Angeles - Atwater Village,229,1561,1519,6,41,32,14666,2020-09-15 12:53:46.161347
91,Los Angeles - Baldwin Hills,604,1941,1946,26,84,66,31125,2020-09-15 12:53:46.161347
92,Los Angeles - Bel Air,79,937,981,0,0,0,8429,2020-09-15 12:53:46.161347
93,Los Angeles - Beverly Crest,111,886,1024,2,16,9,12525,2020-09-15 12:53:46.161347
94,Los Angeles - Beverlywood,147,1116,1175,0,0,0,13173,2020-09-15 12:53:46.161347
95,Los Angeles - Boyle Heights,4126,4749,4731,63,73,85,86884,2020-09-15 12:53:46.161347
96,Los Angeles - Brentwood,277,895,845,3,10,7,30955,2020-09-15 12:53:46.161347
97,Los Angeles - Brookside,3,516,485,0,0,0,581,2020-09-15 12:53:46.161347
98,Los Angeles - Cadillac-Corning,122,1713,1671,1,14,27,7121,2020-09-15 12:53:46.161347
99,Los Angeles - Canoga Park,1787,2737,2713,57,87,111,65289,2020-09-15 12:53:46.161347
100,Los Angeles - Carthay,202,1406,1822,15,104,52,14363,2020-09-15 12:53:46.161347
101,Los Angeles - Central,2097,5378,5464,41,105,153,38992,2020-09-15 12:53:46.161347
102,Los Angeles - Century City,111,868,1014,0,0,0,12792,2020-09-15 12:53:46.161347
103,Los Angeles - Century Palms/Cove,1453,4303,4391,21,62,88,33766,2020-09-15 12:53:46.161347
104,Los Angeles - Chatsworth,635,1713,1719,35,94,61,37061,2020-09-15 12:53:46.161347
105,Los Angeles - Cheviot Hills,68,741,833,2,22,10,9171,2020-09-15 12:53:46.161347
106,Los Angeles - Chinatown,110,1371,1353,3,37,23,8021,2020-09-15 12:53:46.161347
107,Los Angeles - Cloverdale/Cochran,289,1986,1912,5,34,37,14553,2020-09-15 12:53:46.161347
108,Los Angeles - Country Club Park,305,2013,1859,22,145,108,15153,2020-09-15 12:53:46.161347
109,Los Angeles - Crenshaw District,290,2097,2108,3,22,14,13829,2020-09-15 12:53:46.161347
110,Los Angeles - Crestview,185,1627,1599,20,176,158,11368,2020-09-15 12:53:46.161347
111,Los Angeles - Del Rey,335,1119,1118,10,33,26,29936,2020-09-15 12:53:46.161347
112,Los Angeles - Downtown,767,2788,2922,15,55,44,27507,2020-09-15 12:53:46.161347
113,Los Angeles - Eagle Rock,631,1594,1530,23,58,40,39589,2020-09-15 12:53:46.161347
114,Los Angeles - East Hollywood,591,2018,1880,43,147,126,29287,2020-09-15 12:53:46.161347
115,Los Angeles - Echo Park,227,1592,1571,4,28,27,14256,2020-09-15 12:53:46.161347
116,Los Angeles - El Sereno,1173,2806,2749,31,74,71,41808,2020-09-15 12:53:46.161347
117,Los Angeles - Elysian Park,94,1646,1547,0,0,0,5712,2020-09-15 12:53:46.161347
118,Los Angeles - Elysian Valley,252,2478,2407,3,29,27,10171,2020-09-15 12:53:46.161347
119,Los Angeles - Encino,551,1220,1284,18,40,20,45172,2020-09-15 12:53:46.161347
120,Los Angeles - Exposition,75,2255,2128,2,60,62,3326,2020-09-15 12:53:46.161347
121,Los Angeles - Exposition Park,1270,2827,2867,22,49,67,44917,2020-09-15 12:53:46.161347
122,Los Angeles - Faircrest Heights,30,833,754,2,56,46,3600,2020-09-15 12:53:46.161347
123,Los Angeles - Figueroa Park Square,311,3566,3549,4,46,46,8721,2020-09-15 12:53:46.161347
124,Los Angeles - Florence-Firestone,2210,4658,4698,27,57,83,47445,2020-09-15 12:53:46.161347
125,Los Angeles - Glassell Park,668,2114,2056,13,41,34,31604,2020-09-15 12:53:46.161347
126,Los Angeles - Gramercy Place,231,2146,2205,4,37,24,10764,2020-09-15 12:53:46.161347
127,Los Angeles - Granada Hills,1130,1942,1847,63,108,78,58191,2020-09-15 12:53:46.161347
128,Los Angeles - Green Meadows,910,4232,4258,11,51,68,21505,2020-09-15 12:53:46.161347
129,Los Angeles - Hancock Park,215,1262,1311,3,18,17,17039,2020-09-15 12:53:46.161347
130,Los Angeles - Harbor City,470,1617,1607,11,38,30,29070,2020-09-15 12:53:46.161347
131,Los Angeles - Harbor Gateway,951,2181,2130,13,30,33,43600,2020-09-15 12:53:46.161347
132,Los Angeles - Harbor Pines,19,789,875,0,0,0,2409,2020-09-15 12:53:46.161347
133,Los Angeles - Harvard Heights,544,3016,2950,23,128,150,18035,2020-09-15 12:53:46.161347
134,Los Angeles - Harvard Park,1562,4118,4078,22,58,61,37935,2020-09-15 12:53:46.161347
135,Los Angeles - Highland Park,1052,2174,2125,21,43,48,48391,2020-09-15 12:53:46.161347
136,Los Angeles - Historic Filipinotown,419,3021,2823,15,108,98,13870,2020-09-15 12:53:46.161347
137,Los Angeles - Hollywood,1139,1669,1508,14,21,22,68254,2020-09-15 12:53:46.161347
138,Los Angeles - Hollywood Hills,276,938,1047,7,24,22,29434,2020-09-15 12:53:46.161347
139,Los Angeles - Hyde Park,765,2680,2635,14,49,41,28541,2020-09-15 12:53:46.161347
140,Los Angeles - Jefferson Park,252,3122,3093,0,0,0,8073,2020-09-15 12:53:46.161347
141,Los Angeles - Koreatown,1118,2163,2098,27,52,51,51693,2020-09-15 12:53:46.161347
142,Los Angeles - Lafayette Square,80,1755,1715,3,66,64,4559,2020-09-15 12:53:46.161347
143,Los Angeles - Lake Balboa,965,2286,2280,19,45,48,42206,2020-09-15 12:53:46.161347
144,Los Angeles - Lakeview Terrace,528,4020,3984,23,175,196,13133,2020-09-15 12:53:46.161347
145,Los Angeles - Leimert Park,297,1949,1937,8,53,37,15235,2020-09-15 12:53:46.161347
146,Los Angeles - Lincoln Heights,1034,3172,3103,47,144,121,32597,2020-09-15 12:53:46.161347
147,Los Angeles - Little Armenia,385,4798,4157,51,636,517,8025,2020-09-15 12:53:46.161347
148,Los Angeles - Little Bangladesh,471,1662,1656,5,18,19,28343,2020-09-15 12:53:46.161347
149,Los Angeles - Little Tokyo,78,2490,3046,2,64,21,3133,2020-09-15 12:53:46.161347
150,Los Angeles - Longwood,112,2602,2512,0,0,0,4304,2020-09-15 12:53:46.161347
151,Los Angeles - Los Feliz,198,916,973,2,9,6,21608,2020-09-15 12:53:46.161347
152,Los Angeles - Manchester Square,191,2238,2251,4,47,35,8536,2020-09-15 12:53:46.161347
153,Los Angeles - Mandeville Canyon,26,832,1077,0,0,0,3124,2020-09-15 12:53:46.161347
154,Los Angeles - Mar Vista,305,718,732,6,14,12,42471,2020-09-15 12:53:46.161347
155,Los Angeles - Marina Peninsula,31,711,744,0,0,0,4360,2020-09-15 12:53:46.161347
156,Los Angeles - Melrose,1825,2349,2311,70,90,91,77696,2020-09-15 12:53:46.161347
157,Los Angeles - Mid-city,272,1810,1771,24,160,145,15030,2020-09-15 12:53:46.161347
158,Los Angeles - Miracle Mile,167,929,874,6,33,33,17985,2020-09-15 12:53:46.161347
159,Los Angeles - Mission Hills,735,3047,2925,31,129,104,24124,2020-09-15 12:53:46.161347
160,Los Angeles - Mt. Washington,528,2187,2137,16,66,61,24145,2020-09-15 12:53:46.161347
161,Los Angeles - North Hills,1742,2829,2784,44,71,81,61575,2020-09-15 12:53:46.161347
162,Los Angeles - North Hollywood,3601,2378,2284,64,42,47,151421,2020-09-15 12:53:46.161347
163,Los Angeles - Northridge,1337,1916,1871,43,62,50,69797,2020-09-15 12:53:46.161347
164,Los Angeles - Pacific Palisades,120,564,647,4,19,9,21291,2020-09-15 12:53:46.161347
165,Los Angeles - Pacoima,3280,4261,4266,48,62,85,76979,2020-09-15 12:53:46.161347
166,Los Angeles - Palisades Highlands,26,676,772,0,0,0,3846,2020-09-15 12:53:46.161347
167,Los Angeles - Palms,523,1192,1317,28,64,87,43877,2020-09-15 12:53:46.161347
168,Los Angeles - Panorama City,2758,3665,3677,89,118,156,75250,2020-09-15 12:53:46.161347
169,Los Angeles - Park La Brea,99,729,621,1,7,8,13580,2020-09-15 12:53:46.161347
170,Los Angeles - Pico-Union,1727,4127,4144,92,220,259,41842,2020-09-15 12:53:46.161347
171,Los Angeles - Playa Del Rey,27,845,1087,0,0,0,3196,2020-09-15 12:53:46.161347
172,Los Angeles - Playa Vista,132,1206,1232,0,0,0,10947,2020-09-15 12:53:46.161347
173,Los Angeles - Porter Ranch,351,986,1052,6,17,10,35588,2020-09-15 12:53:46.161347
174,Los Angeles - Rancho Park,87,1326,1518,1,15,11,6560,2020-09-15 12:53:46.161347
175,Los Angeles - Regent Square,30,1079,1041,0,0,0,2780,2020-09-15 12:53:46.161347
176,Los Angeles - Reseda,2065,2695,2617,78,102,92,76617,2020-09-15 12:53:46.161347
177,Los Angeles - Reseda Ranch,110,2373,2234,0,0,0,4636,2020-09-15 12:53:46.161347
178,Los Angeles - Reynier Village,39,922,987,0,0,0,4228,2020-09-15 12:53:46.161347
179,Los Angeles - San Pedro,1899,2433,2428,27,35,31,78038,2020-09-15 12:53:46.161347
180,Los Angeles - Shadow Hills,58,1306,1516,0,0,0,4442,2020-09-15 12:53:46.161347
181,Los Angeles - Sherman Oaks,994,1139,1220,25,29,24,87254,2020-09-15 12:53:46.161347
182,Los Angeles - Silverlake,601,1363,1366,18,41,35,44083,2020-09-15 12:53:46.161347
183,Los Angeles - South Carthay,108,1019,1232,2,19,12,10595,2020-09-15 12:53:46.161347
184,Los Angeles - South Park,1981,5219,5302,28,74,110,37961,2020-09-15 12:53:46.161347
185,Los Angeles - St Elmo Village,135,2945,3131,8,175,264,4584,2020-09-15 12:53:46.161347
186,Los Angeles - Studio City,233,1038,1162,11,49,42,22440,2020-09-15 12:53:46.161347
187,Los Angeles - Sun Valley,1533,2921,2851,29,55,54,52483,2020-09-15 12:53:46.161347
188,Los Angeles - Sunland,431,2112,2023,29,142,101,20408,2020-09-15 12:53:46.161347
189,Los Angeles - Sycamore Square,5,773,783,0,0,0,647,2020-09-15 12:53:46.161347
190,Los Angeles - Sylmar,3111,3776,3744,81,98,119,82398,2020-09-15 12:53:46.161347
191,Los Angeles - Tarzana,600,1943,1812,37,120,75,30876,2020-09-15 12:53:46.161347
192,Los Angeles - Temple-Beaudry,1202,3044,2947,26,66,75,39482,2020-09-15 12:53:46.161347
193,Los Angeles - Thai Town,158,1611,1530,0,0,0,9809,2020-09-15 12:53:46.161347
194,Los Angeles - Toluca Lake,98,1126,1335,0,0,0,8704,2020-09-15 12:53:46.161347
195,Los Angeles - Toluca Terrace,22,1685,1683,1,77,72,1306,2020-09-15 12:53:46.161347
196,Los Angeles - Toluca Woods,18,969,879,0,0,0,1858,2020-09-15 12:53:46.161347
197,Los Angeles - Tujunga,468,1683,1639,14,50,41,27810,2020-09-15 12:53:46.161347
198,Los Angeles - University Hills,51,1487,1459,1,29,19,3429,2020-09-15 12:53:46.161347
199,Los Angeles - University Park,1037,3777,4042,19,69,125,27456,2020-09-15 12:53:46.161347
200,Los Angeles - Valley Glen,596,1986,1927,22,73,75,30016,2020-09-15 12:53:46.161347
201,Los Angeles - Valley Village,490,1982,1956,25,101,85,24720,2020-09-15 12:53:46.161347
202,Los Angeles - Van Nuys,2814,3020,3035,82,88,109,93194,2020-09-15 12:53:46.161347
203,Los Angeles - Venice,275,812,1046,3,9,9,33885,2020-09-15 12:53:46.161347
204,Los Angeles - Vermont Knolls,701,4076,4024,14,81,98,17200,2020-09-15 12:53:46.161347
205,Los Angeles - Vermont Square,329,4297,4244,3,39,36,7657,2020-09-15 12:53:46.161347
206,Los Angeles - Vermont Vista,1858,4511,4602,25,61,89,41186,2020-09-15 12:53:46.161347
207,Los Angeles - Vernon Central,2887,5552,5660,41,79,116,51998,2020-09-15 12:53:46.161347
208,Los Angeles - Victoria Park,206,2453,2374,4,48,41,8399,2020-09-15 12:53:46.161347
209,Los Angeles - View Heights,43,1164,1158,3,81,63,3694,2020-09-15 12:53:46.161347
210,Los Angeles - Watts,1878,4401,4598,28,66,114,42674,2020-09-15 12:53:46.161347
211,Los Angeles - Wellington Square,120,2442,2429,0,0,0,4915,2020-09-15 12:53:46.161347
212,Los Angeles - West Adams,861,3116,3050,38,138,138,27630,2020-09-15 12:53:46.161347
213,Los Angeles - West Hills,514,1268,1288,30,74,45,40545,2020-09-15 12:53:46.161347
214,Los Angeles - West Los Angeles,483,1283,1285,16,43,44,37636,2020-09-15 12:53:46.161347
215,Los Angeles - West Vernon,2254,4202,4192,47,88,115,53644,2020-09-15 12:53:46.161347
216,Los Angeles - Westchester,402,779,734,15,29,26,51603,2020-09-15 12:53:46.161347
217,Los Angeles - Westlake,2316,3902,3961,142,239,279,59355,2020-09-15 12:53:46.161347
218,Los Angeles - Westwood,345,638,581,6,11,10,54109,2020-09-15 12:53:46.161347
219,Los Angeles - Wholesale District,2315,6408,5576,26,72,90,36129,2020-09-15 12:53:46.161347
220,Los Angeles - Wilmington,1704,3017,3012,17,30,40,56487,2020-09-15 12:53:46.161347
221,Los Angeles - Wilshire Center,1066,2125,2071,34,68,66,50170,2020-09-15 12:53:46.161347
222,Los Angeles - Winnetka,1180,2279,2181,18,35,33,51786,2020-09-15 12:53:46.161347
223,Los Angeles - Woodland Hills,841,1236,1224,30,44,28,68055,2020-09-15 12:53:46.161347
224,Unincorporated - Acton,65,815,889,2,25,18,7971,2020-09-15 12:53:46.161347
225,Unincorporated - Agua Dulce,25,601,648,0,0,0,4158,2020-09-15 12:53:46.161347
226,Unincorporated - Altadena,666,1527,1576,13,30,23,43620,2020-09-15 12:53:46.161347
227,Unincorporated - Anaverde,13,862,1013,0,0,0,1508,2020-09-15 12:53:46.161347
228,Unincorporated - Angeles National Forest,5,402,411,0,0,0,1245,2020-09-15 12:53:46.161347
229,Unincorporated - Arcadia,85,1065,1089,3,38,26,7981,2020-09-15 12:53:46.161347
230,Unincorporated - Athens Village,219,4472,4499,10,204,209,4897,2020-09-15 12:53:46.161347
231,Unincorporated - Athens-Westmont,1485,3499,3523,27,64,70,42442,2020-09-15 12:53:46.161347
232,Unincorporated - Avocado Heights,281,4148,4100,3,44,48,6775,2020-09-15 12:53:46.161347
233,Unincorporated - Azusa,475,2983,2888,3,19,26,15923,2020-09-15 12:53:46.161347
234,Unincorporated - Bassett,606,4090,4037,9,61,63,14817,2020-09-15 12:53:46.161347
235,Unincorporated - Bouquet Canyon,6,559,800,1,93,82,1073,2020-09-15 12:53:46.161347
236,Unincorporated - Bradbury,4,3704,303,1,926,255,108,2020-09-15 12:53:46.161347
237,Unincorporated - Canyon Country,122,1579,1664,0,0,0,7728,2020-09-15 12:53:46.161347
238,Unincorporated - Castaic,1922,7069,6461,4,15,14,27191,2020-09-15 12:53:46.161347
239,Unincorporated - Cerritos,16,2726,2763,0,0,0,587,2020-09-15 12:53:46.161347
240,Unincorporated - Claremont,22,3134,4106,3,427,310,702,2020-09-15 12:53:46.161347
241,Unincorporated - Covina,411,2444,2360,6,36,33,16819,2020-09-15 12:53:46.161347
242,Unincorporated - Covina (Charter Oak),297,2260,2262,2,15,19,13144,2020-09-15 12:53:46.161347
243,Unincorporated - Del Aire,72,1639,1618,2,46,44,4393,2020-09-15 12:53:46.161347
244,Unincorporated - Del Rey,3,943,1312,0,0,0,318,2020-09-15 12:53:46.161347
245,Unincorporated - Del Sur,12,497,580,1,41,20,2415,2020-09-15 12:53:46.161347
246,Unincorporated - Desert View Highlands,44,1765,1651,1,40,24,2493,2020-09-15 12:53:46.161347
247,Unincorporated - Duarte,140,3162,3126,4,90,114,4428,2020-09-15 12:53:46.161347
248,Unincorporated - East Covina,4,1216,1379,0,0,0,329,2020-09-15 12:53:46.161347
249,Unincorporated - East La Mirada,98,1852,1835,0,0,0,5292,2020-09-15 12:53:46.161347
250,Unincorporated - East Los Angeles,6016,4802,4804,101,81,93,125269,2020-09-15 12:53:46.161347
251,Unincorporated - East Pasadena,77,1203,1149,1,16,9,6403,2020-09-15 12:53:46.161347
252,Unincorporated - East Rancho Dominguez,661,4318,4281,14,91,108,15308,2020-09-15 12:53:46.161347
253,Unincorporated - East Whittier,80,1508,1473,0,0,0,5306,2020-09-15 12:53:46.161347
254,Unincorporated - El Camino Village,144,1638,1639,3,34,24,8791,2020-09-15 12:53:46.161347
255,Unincorporated - El Monte,6,4138,6520,0,0,0,145,2020-09-15 12:53:46.161347
256,Unincorporated - Elizabeth Lake,7,421,518,0,0,0,1661,2020-09-15 12:53:46.161347
257,Unincorporated - Florence-Firestone,3300,5100,5167,46,71,89,64705,2020-09-15 12:53:46.161347
258,Unincorporated - Glendora,12,1818,2094,0,0,0,660,2020-09-15 12:53:46.161347
259,Unincorporated - Hacienda Heights,977,1747,1729,16,29,19,55926,2020-09-15 12:53:46.161347
260,Unincorporated - Hawthorne,60,2387,2275,0,0,0,2514,2020-09-15 12:53:46.161347
261,Unincorporated - Hi Vista,7,638,665,0,0,0,1098,2020-09-15 12:53:46.161347
262,Unincorporated - Kagel/Lopez Canyons,34,2408,2881,1,71,113,1412,2020-09-15 12:53:46.161347
263,Unincorporated - La Crescenta-Montrose,185,934,974,2,10,5,19801,2020-09-15 12:53:46.161347
264,Unincorporated - La Rambla,77,3711,3016,12,578,381,2075,2020-09-15 12:53:46.161347
265,Unincorporated - La Verne,33,1618,1993,0,0,0,2040,2020-09-15 12:53:46.161347
266,Unincorporated - Ladera Heights,94,1329,1286,3,42,19,7071,2020-09-15 12:53:46.161347
267,Unincorporated - Lake Hughes,2,299,328,0,0,0,668,2020-09-15 12:53:46.161347
268,Unincorporated - Lake Los Angeles,210,1616,1627,4,31,44,12994,2020-09-15 12:53:46.161347
269,Unincorporated - Lake Manor,24,1461,1547,0,0,0,1643,2020-09-15 12:53:46.161347
270,Unincorporated - Lennox,681,3021,3012,6,27,49,22542,2020-09-15 12:53:46.161347
271,Unincorporated - Leona Valley,17,971,999,0,0,0,1751,2020-09-15 12:53:46.161347
272,Unincorporated - Littlerock,83,2064,2135,0,0,0,4021,2020-09-15 12:53:46.161347
273,Unincorporated - Littlerock/Juniper Hills,8,617,852,0,0,0,1297,2020-09-15 12:53:46.161347
274,Unincorporated - Littlerock/Pearblossom,83,2326,2456,0,0,0,3569,2020-09-15 12:53:46.161347
275,Unincorporated - Llano,3,342,355,0,0,0,877,2020-09-15 12:53:46.161347
276,Unincorporated - Marina del Rey,68,723,552,1,11,13,9411,2020-09-15 12:53:46.161347
277,Unincorporated - Monrovia,80,2061,2135,0,0,0,3881,2020-09-15 12:53:46.161347
278,Unincorporated - Newhall,6,2727,2283,0,0,0,220,2020-09-15 12:53:46.161347
279,Unincorporated - North Lancaster,18,1503,1967,0,0,0,1198,2020-09-15 12:53:46.161347
280,Unincorporated - North Whittier,203,2428,2402,10,120,107,8360,2020-09-15 12:53:46.161347
281,Unincorporated - Northeast San Gabriel,323,1344,1388,8,33,29,24036,2020-09-15 12:53:46.161347
282,Unincorporated - Palmdale,21,2494,2719,0,0,0,842,2020-09-15 12:53:46.161347
283,Unincorporated - Palos Verdes Peninsula,3,483,729,0,0,0,621,2020-09-15 12:53:46.161347
284,Unincorporated - Pearblossom/Llano,23,1176,1112,1,51,20,1956,2020-09-15 12:53:46.161347
285,Unincorporated - Pellissier Village,26,4200,4126,0,0,0,619,2020-09-15 12:53:46.161347
286,Unincorporated - Pomona,15,774,1941,1,52,86,1938,2020-09-15 12:53:46.161347
287,Unincorporated - Quartz Hill,157,1216,1141,11,85,63,12906,2020-09-15 12:53:46.161347
288,Unincorporated - Rancho Dominguez,71,2668,2627,2,75,35,2661,2020-09-15 12:53:46.161347
289,Unincorporated - Roosevelt,8,859,819,0,0,0,931,2020-09-15 12:53:46.161347
290,Unincorporated - Rosewood,28,2177,2505,0,0,0,1286,2020-09-15 12:53:46.161347
291,Unincorporated - Rosewood/East Gardena,21,1760,1750,1,84,40,1193,2020-09-15 12:53:46.161347
292,Unincorporated - Rosewood/West Rancho Dominguez,103,3065,3102,0,0,0,3361,2020-09-15 12:53:46.161347
