,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,6,559,800,1,93,82,1073.0,,,,,,,
2020-08-22,,,,,,,,90.0,8388.0,8715.0,5.0,466.0,719.0,1073.0
2020-08-19,,,,,,,,90.0,8388.0,8715.0,5.0,466.0,719.0,1073.0
2020-08-27,6,559,800,1,93,82,1073,100.0,9320.0,9686.0,5.0,466.0,719.0,1073.0
