,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,308,1281,1322,8,33,29,24036.0,,,,,,,
2020-08-22,,,,,,,,3354.0,13954.0,13737.0,291.0,1211.0,1246.0,24036.0
2020-08-19,,,,,,,,3354.0,13954.0,13737.0,291.0,1211.0,1246.0,24036.0
2020-08-27,308,1281,1322,8,33,29,24036,3586.0,14919.0,14700.0,311.0,1294.0,1332.0,24036.0
