,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,0,0,0,0,0,0,,,,,,,,
2020-08-22,,,,,,,,6.0,5263.0,3645.0,0.0,0.0,0.0,
2020-08-19,,,,,,,,6.0,5263.0,3645.0,0.0,0.0,0.0,
2020-08-27,0,0,0,0,0,0,114,8.0,7018.0,4745.0,0.0,0.0,0.0,
