,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,30,688,733,0,0,0,4360.0,,,,,,,
2020-08-22,,,,,,,,1136.0,26055.0,32009.0,27.0,619.0,760.0,4360.0
2020-08-19,,,,,,,,1136.0,26055.0,32009.0,27.0,619.0,760.0,4360.0
2020-08-27,30,688,733,0,0,0,4360,1215.0,27867.0,34499.0,27.0,619.0,760.0,4360.0
