,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,108,1346,1326,3,37,23,8021.0,,,,,,,
2020-08-22,,,,,,,,1603.0,19985.0,19056.0,100.0,1247.0,1226.0,8021.0
2020-08-19,,,,,,,,1603.0,19985.0,19056.0,100.0,1247.0,1226.0,8021.0
2020-08-27,108,1346,1326,3,37,23,8021,1717.0,21406.0,20356.0,106.0,1322.0,1296.0,8021.0
