,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,geo_merge,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
08-29-2020,832,3030,3699,19,69,125,27456.0,,,,,,,,
08-22-2020,,,,,,,,,4616.0,16812.0,17583.0,648.0,2360.0,3379.0,27456.0
08-19-2020,,,,,,,,,4616.0,16812.0,17583.0,648.0,2360.0,3379.0,27456.0
08-27-2020,798,2906,3657,19,69,125,27456,,5720.0,20833.0,19466.0,789.0,2874.0,3661.0,27456.0
