,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,3,483,729,0,0,0,621.0,,,,,,,
2020-08-22,,,,,,,,80.0,12882.0,17081.0,3.0,483.0,729.0,621.0
2020-08-19,,,,,,,,80.0,12882.0,17081.0,3.0,483.0,729.0,621.0
2020-08-27,3,483,729,0,0,0,621,86.0,13849.0,18274.0,3.0,483.0,729.0,621.0
