,Cases,Case Rate,Adjusted Case Rate,Deaths,Death Rate,Adjusted Death Rate,Population,persons_tested_final,testing_rate_final,adj_testing_rate_final,persons_tested_pos_final,pos_testing_rate_final,adj_pos_testing_rate_final,population
2020-08-29,501,1109,1165,17,38,19,45172.0,,,,,,,
2020-08-22,,,,,,,,10087.0,22330.0,22809.0,456.0,1009.0,1072.0,45172.0
2020-08-19,,,,,,,,10087.0,22330.0,22809.0,456.0,1009.0,1072.0,45172.0
2020-08-27,498,1102,1156,17,38,19,45172,10709.0,23707.0,24229.0,477.0,1056.0,1127.0,45172.0
